ggl_name,bng_name,reach
Il Piccolo,#,9859
Wikinoticias,#,680664
La Provincia,#,101359
Brescia Oggi,#,101359
Giornale di Sicilia,#,23050
la tribuna di Treviso,#,4587
\xe0\xb8\x84\xe0\xb8\xa1\xe0\xb8\x8a\xe0\xb8\xb1\xe0\xb8\x94\xe0\xb8\xa5\xe0\xb8\xb6\xe0\xb8\x81,#,5307072
Clar\xc3\xadn.com,#,105101
Leggo.it,#,359454
Dagens Nyheter,#,537315
Aporrea,#,680664
Hallands Nyheter,#,60039
V\xc3\xa4sterbottens Folkblad,#,95502
Eskilstuna-Kuriren,#,14249
Guerin Sportivo,#,15428
Die Neue S\xc3\xbcdtiroler Tageszeitung Online,#,4108
RFI,#,357346
helagotland.se,#,24319
Milano Finanza,#,101359
Norra Sk\xc3\xa5ne (pressmeddelande) (blogg),#,95502
Sur Digital (Andaluc\xc3\xada),#,59909
Diario Vasco,#,111608
Helsingborgs Dagblad,#,95502
Faro de Vigo,#,498956
Quotidiano.net,#,101359
Hallandsposten,#,56809
Bohusl\xc3\xa4ningen,#,50729
Z\xc3\xbcrichsee-Zeitung,#,32011
www.z\xc3\xbcriost.ch,#,31489
Der Bund,#,54368
Expressen,Voetbalzone,514705
Basler Zeitung,#,118936
Computerworld,Computerworld,193034
Nuevo Mundo Israelita,#,680664
Norrk\xc3\xb6pings Tidningar,#,71249
jp.se,#,59659
Aporrea,#,680664
Meridiano,#,680664
Barometern-OT,#,76569
WOZ Die Wochenzeitung,#,16367
Las Provincias,Voetbalzone,34091
laverdad.com,#,680664
suedostschweiz.ch,#,128698
helagotland.se,#,20519
Prolet\xc3\xa4ren,#,6079
Karlstads-Tidningen,#,95502
Courrier International,#,25907
V\xc3\xa4sterviksTidningen,#,22799
swissinfo.ch,#,299685
\xc3\x9altimas Noticias,#,1261221
Limmattaler Zeitung,#,8622
St.Galler Tagblatt,#,104943
Il Secolo d\'Italia,#,3423
Aargauer Zeitung,#,206313
Tribune de Gen\xc3\xa8ve,#,58111
bz Basel,#,24241
2001.com.ve,#,357346
Le Temps,#,47421
The Local.se,#,559734
Independent Online,#,525004
Noticiero Digital,#,680664
Le Matin,#,69653
Corriere del Ticino,#,37136
TagesWoche,#,44399
Die Weltwoche,#,80255
La Libert\xc3\xa9,#,44399
El Carabobe\xc3\xb1o,#,680664
Firdaposten,#,60338
Indre Akershus Blad,#,17147
Worldmeets.us,#,525004
Independent Online,#,525004
Briefly.co.za,#,525004
Daily Maverick,#,525004
Daily Maverick,#,525004
Otago Daily Times,#,525004
Kristianstadsbladet,#,95502
Fjuken,#,9181
iFinnmark,#,60338
Laagendalsposten,#,23461
Adresseavisen,#,137601
Lofotposten,#,15938
AMTSTIDENDE,#,12635
Grocott\'s Mail Online,#,525004
Sm\xc3\xa5landsposten,#,66309
Bladet Vester\xc3\xa5len (pressemelding),#,60338
Fanaposten,#,10463
Enebakk Avis,#,60338
Vester\xc3\xa5len Online,#,4386
Bondebladet,#,141840
Hallingd\xc3\xb8len,#,22824
PanAm Post,#,147142
Innherred,#,60338
Sunnm\xc3\xb8rsposten,#,60338
Asker og B\xc3\xa6rums Budstikke,#,63140
Avisa Nordland,#,44452
Morgenbladet,#,64901
Atlantic Highlands Herald,#,525004
Sunnm\xc3\xb8rsposten,#,11650
Bizcommunity.com,#,525004
Bizcommunity.com,#,525004
smallwarsjournal,#,74980
Dagsavisen,#,12620
Bergensavisen,#,68639
Lofot Tidende,#,60338
F\xc3\xa6drelandsvennen,#,100549
Fjordabladet,#,6247
Oppland Arbeiderblad,#,60338
Nationen,#,28944
Norge IDAG,#,60338
RA - Rjukan Arbeiderblad (pressemelding),#,60338
Nye Troms,#,60338
\xc3\x98stlandets Blad,#,34283
Ringerikes Blad,#,60338
Rana Blad,#,23673
Porsgrunns Dagblad,#,60338
Dagsavisen,#,18927
Otago Daily Times,HLN,40814
New Zealand Herald,#,10013
Halden Arbeiderblad,#,19066
Otago Daily Times,#,22743
Hamar Dagblad,#,60338
Westport News,#,22743
Stuff.co.nz,#,22743
Romerikes Blad,#,23895
Moss Avis,#,33469
\xc3\x98stlands-Posten,#,31916
Independent Online,#,525004
SunLive,#,56949
Stuff.co.nz,#,22743
Haugesunds Avis,#,66825
News24,#,525004
Tr\xc3\xb8nder-Avisa,#,60338
Sunnhordland,#,60338
Hamar Dagblad,#,42454
Stuff.co.nz,#,22743
Romsdals Budstikke,#,42463
Otago Daily Times,#,4112
Scoop.co.nz,#,22743
Noted,#,42961
Now To Love,#,77869
New Zealand Herald,#,107969
InvestigateDaily,#,7857
Fredrikstad Blad,#,51117
Oppdalingen,#,4947
Svalbardposten,#,5889
T\xc3\xb8nsberg Blad,#,5809
Stuff.co.nz,#,41763
Independent Online,#,16566
Sarpsborg Arbeiderblad,#,30377
Saltenposten,#,10539
ABS-CBN News,#,525004
Fremover,#,60338
ht.no,#,30171
New Zealand Herald,#,22743
TTELA,#,95502
University Observer Online,#,526
Southern Star Newspaper,#,17545
Galway Advertiser,#,8504
NSD,#,67639
\xc3\x96stra Sm\xc3\xa5land,#,95502
Derry Journal,#,10624
Sydsvenskan,#,189618
Herald.ie,#,8504
Kilkenny People,#,8504
The Irish Catholic,#,9168
Express.co.uk,#,8504
New Zealand Herald,#,22743
Upsala Nya Tidning,HLN,86639
V\xc3\xa4rmlands Folkblad,#,33819
J\xc3\xa6rbladet,#,29637
Firda,#,26750
Hamar Arbeiderblad,#,50067
Inishowen News,#,8504
Longford Leader,#,2515
Varingen,#,13451
Tysv\xc3\xa6r Bydgeblad,#,4871
Folkebladet,#,60338
The Argus,#,3265
Strandbuen,#,9728
Sandefjords Blad,#,33025
Evening Standard,#,7372
Jarlsberg,#,8897
Leitrim Observer,#,2201
Otago Daily Times,#,18983
Leinster Leader,#,2013
Dublin People,#,8504
The Times,#,355214
Anglo Celt,#,6141
Westmeath Examiner,#,3399
Dublin People,#,8504
Otago Daily Times,#,22743
Drammens Tidene,#,65075
Donegal Now,#,8504
Stuff.co.nz,#,22743
Donegal Democrat,#,8348
Telemarksavisa,#,6703
Tidens Krav,#,60338
The Irish Field,#,8504
Connacht Tribune Group,#,8504
The Nationalist,#,8504
Stuff.co.nz,#,22743
Daily Mail,#,628100
The Clare Herald,#,8504
New Ross Standard,#,8504
New Zealand Herald,#,22743
Kilkenny People,#,6168
Galway Advertiser,#,8504
Echo Live,#,10527
Dundalk Democrat,#,4210
Munster Express,#,8504
Staffing Industry Analysts,#,8504
\xc3\x96stg\xc3\xb6ta Correspondenten,#,89109
Trail Times,#,3262
IrishCentral,#,8504
Gudbrandsd\xc3\xb8len Dagningen,#,60338
Sligo Champion,#,8504
The Daily Courier,#,8422
Edmonton Sun,#,23849
Calgary Sun,#,27182
Kimberley Bulletin,#,3261
Independent Online,#,23061
The Globe and Mail,#,190174
Anglo Celt,#,4102
La Tribune - Groupe Capitales M\xc3\xa9dias,#,20231
Fort Saskatchewan Record,#,121577
Le Journal de Montr\xc3\xa9al,#,150712
Simcoe Reformer,#,121577
Belleville Intelligencer,#,121577
Macleod Gazette Online,#,894
Sault Star,#,5120
Sherbrooke Record,#,2640
NiagaraFallsReview.ca,#,121577
The Beacon Herald,#,16306
Ottawa Citizen,HLN,60839
The Kingston Whig-Standard,#,14251
Straight.com,#,78249
The Tri-City News,#,34543
InsideHalton.com,#,32612
Haliburton County Echo,#,121577
Osoyoos Times,#,121577
Irish Examiner,#,8504
Le Devoir,#,19444
The Chronicle Journal,#,11230
Toronto Sun,RTL Nieuws,77647
Le Soleil - Groupe Capitales M\xc3\xa9dias,#,48852
Montreal Gazette,#,75950
Toronto Star,#,201464
the fitzhugh,#,2076
Offaly Express,#,8504
Ashcroft Cache Creek Journal,#,121577
HamiltonNews,#,121577
Grand Forks Gazette,#,121577
Ottawa Sun,#,29639
easterndoor.com,#,121577
Boundary Creek Times,#,121577
Prince George Citizen,#,7041
Globalnews.ca,#,28032
Het Laatste Nieuws,#,121577
myWestman.ca,#,1956
Barriere Star Journal,#,121577
Manitoba Co-operator,#,121577
CTV News,#,4546
Monday Mag,#,121577
InsideHalton.com,#,33983
YorkRegion.com,#,121577
mykawartha.com,#,19567
www.insideottawavalley.com/,#,9998
Quebec Chronicle-Telegraph (press release),#,1434
Nunatsiaq News,#,121577
Windsor Star,#,121577
Northern News Services,#,121577
durhamregion.com,#,121577
Kincardine News,#,2145
H2 View,#,121577
The Aquinian,#,121577
Saskatoon StarPhoenix,#,25282
Simcoe.com,#,121577
northumberlandnews.com,#,13044
\xe4\xb8\x96\xe7\x95\x8c\xe6\x97\xa5\xe5\xa0\xb1,#,228284
Cult MTL,#,121577
Las Cruces Sun-News,#,121577
Daily Hive,#,121577
The Martlet,#,3261
Times Colonist,AD,38048
The Asian Pacific Post,#,121577
de Lagarde (Blog),#,121577
Brandon Sun,#,121577
CBC.ca,#,121577
Nunavut News,#,121577
LesAffaires.com,#,121577
BBC News,#,8504
Delhi News Record,#,121577
Brunswickan,#,2608
The McGill Daily (blog),#,3913
The Link,#,3261
Maple Ridge News,#,121577
The Media Co-op,#,10435
CBC.ca,#,121577
La Presse,#,4043
Queen\'s Journal,#,1956
yorkregion.com,#,9131
Winnipeg Free Press,#,121577
McGill Tribune,#,3261
The Manitoban,#,3261
Cape Breton Post,#,14509
XS ROCK (press release) (blog),#,5217
CBC.ca,#,121577
Winnipeg Free Press,#,66025
The Telegram,#,15856
Brampton Guardian,#,225023
The Armenian Mirror-Spectator,#,121577
La Voix de l\'est - Groupe Capitales M\xc3\xa9dias,#,121577
The Sudbury Star,#,121577
State Times,#,1047644
Free Press Journal,#,1047644
The Hindu,#,215064
The Shillong Times,#,1047644
Hindustan Times,#,144696
Mumbai Mirror,#,107157
\xe0\xa4\x85\xe0\xa4\xae\xe0\xa4\xb0 \xe0\xa4\x89\xe0\xa4\x9c\xe0\xa4\xbe\xe0\xa4\xb2\xe0\xa4\xbe,#,316459
Star of Mysore,#,1047644
Business Standard,#,14695
Deccan Chronicle,#,204160
Greater Kashmir,#,1047644
Chandigarh Tribune,#,1047644
Bangalore Mirror,#,1047644
The Statesman,#,1047644
Navshakti,#,12845
taasir.com,#,1047644
VijayKarnataka,#,1047644
Times of India,#,6582
The Navhind Times,#,8572
India Today,#,13011
\xe0\xa4\xb9\xe0\xa4\xb0\xe0\xa4\xbf\xe0\xa4\xad\xe0\xa5\x82\xe0\xa4\xae\xe0\xa4\xbf,#,23913
The Indian Express,#,1047644
Dainik Navajyoti,#,1047644
Exchange4Media,#,1047644
\xe0\xa4\xa6\xe0\xa5\x88\xe0\xa4\xa8\xe0\xa4\xbf\xe0\xa4\x95 \xe0\xa4\x9c\xe0\xa4\xbe\xe0\xa4\x97\xe0\xa4\xb0\xe0\xa4\xa3,#,522013
BBC News,#,1047644
Deccan Herald,#,38768
\xe0\xa4\xa8\xe0\xa4\xb5\xe0\xa4\xad\xe0\xa4\xbe\xe0\xa4\xb0\xe0\xa4\xa4 \xe0\xa4\x9f\xe0\xa4\xbe\xe0\xa4\x87\xe0\xa4\xae\xe0\xa5\x8d\xe0\xa4\xb8,#,117742
Morung Express,#,1047644
Economic Times,#,1047644
The Hindu BusinessLine,#,16532
Lanka C News,#,1047644
\xe0\xb4\xae\xe0\xb4\x82\xe0\xb4\x97\xe0\xb4\xb3\xe0\xb4\x82,#,1047644
Anandabazar Patrika,#,164571
Republic World,#,1047644
\xe0\xa6\x8f\xe0\xa6\xac\xe0\xa7\x87\xe0\xa6\xb2\xe0\xa6\xbe,#,1047644
\xe0\xa4\xa6\xe0\xa5\x88\xe0\xa4\xa8\xe0\xa4\xbf\xe0\xa4\x95 \xe0\xa4\xad\xe0\xa4\xbe\xe0\xa4\xb8\xe0\xa5\x8d\xe0\xa4\x95\xe0\xa4\xb0,#,661433
News Live,#,1047644
Goa com,#,1047644
Vaartha,#,1047644
Pragativadi,#,1047644
TheSixthAxis,#,1047644
Star of Mysore,#,1047644
Mana Telangana (\xe0\xb0\xac\xe0\xb1\x8d\xe0\xb0\xb2\xe0\xb0\xbe\xe0\xb0\x97\xe0\xb1\x81),#,1047644
\xe0\xae\xa4\xe0\xae\xbf\xe0\xae\xa9\xe0\xae\x95\xe0\xae\xb0\xe0\xae\xa9\xe0\xaf\x8d,#,178675
Guwahati Plus (press release),#,1047644
Andhraprabha Daily,#,8113
Tamil Murasu (\xe0\xae\x9a\xe0\xaf\x86\xe0\xae\xaf\xe0\xaf\x8d\xe0\xae\xa4\xe0\xae\xbf\xe0\xae\xa4\xe0\xaf\x8d\xe0\xae\xa4\xe0\xae\xbe\xe0\xae\xb3\xe0\xaf\x8d \xe0\xae\x85\xe0\xae\xb1\xe0\xae\xbf\xe0\xae\xb5\xe0\xae\xbf\xe0\xae\xaa\xe0\xaf\x8d\xe0\xae\xaa\xe0\xaf\x81),#,1047644
\xe0\xa4\xa4\xe0\xa4\xb0\xe0\xa5\x81\xe0\xa4\xa3 \xe0\xa4\xad\xe0\xa4\xbe\xe0\xa4\xb0\xe0\xa4\xa4,#,1047644
The Shillong Times,#,1047644
The Sentinel Assam,#,22962
Daily News & Analysis,#,4378
Livemint,#,1047644
Sanjeevni Today,#,1047644
Divya Himachal (\xe0\xa4\xaa\xe0\xa5\x8d\xe0\xa4\xb0\xe0\xa5\x87\xe0\xa4\xb8 \xe0\xa4\xb5\xe0\xa4\xbf\xe0\xa4\x9c\xe0\xa5\x8d\xe0\xa4\x9e\xe0\xa4\xaa\xe0\xa5\x8d\xe0\xa4\xa4\xe0\xa4\xbf) (\xe0\xa4\xac\xe0\xa5\x8d\xe0\xa4\xb2\xe0\xa5\x89\xe0\xa4\x97),#,1047644
\xe0\xa4\xaa\xe0\xa5\x8d\xe0\xa4\xb0\xe0\xa4\xad\xe0\xa4\xbe\xe0\xa4\xa4 \xe0\xa4\x96\xe0\xa4\xac\xe0\xa4\xb0,#,1047644
Vartha Bharati (satire) (press release) (blog),#,1047644
Mail.ru Hi-Tech,#,1047644
\xd0\xa2\xd0\xb5\xd0\xbb\xd0\xb5\xd0\xba\xd0\xb0\xd0\xbd\xd0\xb0\xd0\xbb "\xd0\x97\xd0\xb2\xd0\xb5\xd0\xb7\xd0\xb4\xd0\xb0",#,42462
\xe0\xa4\x86\xe0\xa4\x9c \xe0\xa4\xa4\xe0\xa4\x95,#,21562
Udayavani (press release),#,45924
Milli Gazette,#,1047644
TwoCircles.net,#,1047644
\xe0\xae\xa4\xe0\xae\xbf\xe0\xae\xa9\xe0\xae\xae\xe0\xae\xb2\xe0\xae\xb0\xe0\xaf\x8d,#,144327
Frontline,#,1047644
The Hindu,#,6735
Patrika News,#,537892
Hindustan \xe0\xa4\xb9\xe0\xa4\xbf\xe0\xa4\x82\xe0\xa4\xa6\xe0\xa5\x80,#,304497
Maharashtra Times,#,153081
Cornwall Live,#,180269
Bristol Live,#,9358
Dudley News,#,180269
Camden New Journal newspapers website,#,180269
Economic Times,#,1047644
Tehelka (satire) (press release),#,14466
\xe0\xb0\xaa\xe0\xb1\x8d\xe0\xb0\xb0\xe0\xb0\x9c\xe0\xb0\xbe\xe0\xb0\xb6\xe0\xb0\x95\xe0\xb1\x8d\xe0\xb0\xa4\xe0\xb0\xbf,#,1047644
WalesOnline,#,9595
Kent Online,#,2583
The Siasat Daily,#,1047644
Economic Times (blog),#,22656
The Times,#,224693
\xe0\xb4\xae\xe0\xb4\xbe\xe0\xb4\xa4\xe0\xb5\x83\xe0\xb4\xad\xe0\xb5\x82\xe0\xb4\xae\xe0\xb4\xbf,#,1047644
Eastern Eye,#,180269
The Guardian,welingelichtekringen.nl,86033
Daily Star,VoetbalPrimeur,138806
The Boston Globe,Volkskrant,73229
Hollywoodnews.com,#,157439
The Guardian,#,180269
Coventry Live,#,5710
The Guardian,#,70265
The Independent,#,31230
News & Star,#,13506
York Press,#,6302
Kent Online,#,7845
Cambridgeshire Live,#,4310
Kent Online,#,4257
The Northern Echo,#,13617
Manchester Evening News,#,2809
Leicestershire Live,#,24480
Chew Valley Gazette,#,7269
East Anglian Daily Times,#,6778
Essex Live,#,13999
ExaminerLive,#,4856
Kent Online,#,23956
Kent Live,#,180269
Press Gazette,#,28537
LincolnshireLive,#,180269
Kent Live,#,25845
Lynn News,#,180269
Lancashire Post,#,180269
Kent Online,#,10049
The Bristol Cable,#,16153
Manchester Evening News,#,47714
Oxford Mail,Voetbalzone,5802
Derbyshire Live,#,3965
Dewsbury Reporter,#,180269
Liverpool Echo,#,18866
Gloucestershire Live,#,180269
Doncaster Free Press,#,9870
Press Gazette,#,6943
Richmond and Twickenham Times,#,1433
Gloucestershire Live,#,180269
Grimsby Live,#,7723
Devon Live,#,11367
Crewe Chronicle,#,6961
Kewanee Star Courier,#,180269
ChronicleLive,#,14436
Daventry Express,#,4038
Yorkshire Evening Post,#,6188
Sunderland Echo,#,5047
Diss Express,#,15615
LancsLive,#,180269
Blackpool Gazette,belgiumsoccer.be,180269
Banbury Guardian,#,8020
Cornish & Devon Post,#,180269
Bristol Observer,#,29614
Norwich Evening News,#,10317
Devon Live,#,180269
Grimsby Live,#,180269
Tavistock Times Gazette,#,4307
Hereford Times,#,9939
Keighley News,#,2917
Swindon Advertiser,#,4753
Leigh Times,#,180269
Stamford Mercury,#,8978
Cornwall Live,#,16530
Manchester Evening News,#,46577
Boston Standard,#,180269
Market Rasen Mail,#,2206
Malvern Gazette,#,2986
Birmingham Live,#,6102
Belfast Newsletter,#,6369
LoughboroughEcho.net,#,11811
Lurgan Mail,#,180269
BBC News,#,180269
BBC News,#,180269
Belfast Media Group,#,180269
BBC News,#,3839
Impartial Reporter,#,5077
Belfast Media Group,#,180269
BBC News,#,180269
Birmingham Live,#,180269
Onet.pl,#,180269
Scottish Daily Record,#,57882
Aberdeen Evening Express,#,12242
Scottish Daily Record,#,2427
Racing Post,#,180269
Stratford Observer,#,180269
Watford Observer,AD,8006
Southport Visiter,#,180269
The Independent,#,3909
LincolnshireLive,#,5384
Shields Gazette,Voetbalkrant,8163
LeaderLive,#,1382
Cambrian News,#,13353
Manchester Evening News,#,49080
The Gazette \xe2\x80\xa2 Western University\'s Newspaper,#,5670
PinkNews,#,180269
The Boar,#,180269
Epigram,#,180269
Cheshire Live,#,3781
Burnley Express,#,180269
ForgeToday,#,1346
The Tab,#,2692
WalesOnline,#,180269
WalesOnline,#,21618
Manchester Gazette,#,861
Belfast Media Group,#,4553
Worcester News,#,180269
Epping Forest Guardian,#,756
WalesOnline,#,180269
Church Times,#,180269
North Norfolk News,RTL Nieuws,180269
Sportinglife.com,#,180269
The Sunday Dispatch,#,807673
Deccan Herald,#,9900
BBC News,#,180269
ABP Live,#,1102551
\xec\x97\x90\xec\x9d\xb4\xed\x8b\xb0\xec\x97\x94\xeb\x89\xb4\xec\x8a\xa4,#,961990
The Foreign Report,#,5384
The Economist,#,462652
Huntington Herald Dispatch,#,180269
HoldTheFrontPage.co.uk,#,13929
Lloyd\'s List (press release),nieuwsbladtransport.nl,180269
ceskatelevize.cz/ct24,#,93234
RT Deutsch,#,791275
Times Higher Education (THE),De Morgen,180269
The New Indian Express,#,180269
Alan in Belfast (blog),#,180269
TRT Haber (Bas\xc4\xb1n Bildirisi),#,691071
BFMTV.COM,#,175222898
Edinburgh News,#,8970
CBC.ca,#,16073667
Doordarshan,#,5600000
CGTN America,#,2928928
Digi24,#,143874
Dunya News,#,716080
Agenzia ANSA,#,21600
CBSSports.com,#,26039
BusinessWorld Online (press release),#,790000
DAWN.com,#,716080
iNews,#,1712600
H\xc3\xadr TV,#,85887
Times Now,#,5600000
Mashable SE Asia,#,95320
\xe0\xb4\xae\xe0\xb4\xb2\xe0\xb4\xaf\xe0\xb4\xbe\xe0\xb4\xb3 \xe0\xb4\xae\xe0\xb4\xa8\xe0\xb5\x8b\xe0\xb4\xb0\xe0\xb4\xae,#,5600000
CP24 Toronto\'s Breaking News,#,345583
Information Nigeria,#,2808
Astro Awani,#,263530
India TV,#,1185475
The Post Millennial,#,345583
CTV News,#,345583
Milenio.com,#,880000
Zee News,#,1290266
\xd8\xb1\xd9\x88\xd8\xb3\xd9\x8a\xd8\xa7 \xd8\xa7\xd9\x84\xd9\x8a\xd9\x88\xd9\x85,#,1163539
CNN Indonesia,#,1712600
\xe6\xb0\x91\xe8\xa6\x96\xe6\x96\xb0\xe8\x81\x9e\xe7\xb6\xb2 (\xe6\x96\xb0\xe8\x81\x9e\xe7\x99\xbc\xe5\xb8\x83),#,220429
Express.co.uk,#,716080
n-tv NACHRICHTEN,#,87040306
One America News Network (press release),#,46809362
Cr\xc3\xb3nica Televisi\xc3\xb3n,#,415869
TV 2,#,10169089
MSNBC,#,401223
hypebot.com,#,1219718
FRANCE 24,#,604216
cgtn.com,#,468704
Aljazeera.com,#,332870
CNEWS.fr,#,36253013
ChristianToday,#,180269
NDTV Khabar,#,5600000
GMA News,#,790000
espreso.tv,#,409123
SIC Not\xc3\xadcias,MSN,16832589
Zee Business,#,5600000
TV9 Telugu,#,5600000
BNNBloomberg.ca,#,345583
z1tv.hr,#,93234
A Bola,#,80155
RTL Z,#,13107103
CNBCTV18,#,5600000
The Weather Network,#,345583
ABC News,#,2928928
Fakty TVN,#,16663975
Times Now,#,5600000
ABS-CBN News,#,790000
TVN Meteo,#,2380567
BFMTV.COM,#,604216
TVP Info,#,123491960
News18 \xe0\xa4\xb2\xe0\xa5\x8b\xe0\xa4\x95\xe0\xa4\xae\xe0\xa4\xa4,#,5600000
The Slovak Spectator,#,46296
Mediaweek,#,217117
NEWS.com.au,#,217117
RT en fran\xc3\xa7ais,#,1163539
RomaniaTV.net,#,143874
AllAfrica.com,#,43674
UDF.BY,#,113361
Yahoo\xe5\xa5\x87\xe6\x91\xa9\xe6\x96\xb0\xe8\x81\x9e (\xe6\x96\xb0\xe8\x81\x9e\xe7\x99\xbc\xe5\xb8\x83),#,143775
News Ghana,#,1807159
Belarus Digest,#,260836
The Copenhagen Post - Danish news in english,#,22093
El Peri\xc3\xb3dico,#,682463
TV MIDTVEST (pressemeddelse),#,5102
JydskeVestkysten,#,9384
Razones de Cuba,#,96100
flevopost.nl,#,6877788
Reykjav\xc3\xadk Grapevine,#,2703
Times of Central Asia,#,7334926
Miami Herald,#,96100
Middle East Media Research Institute,#,2628611
Juventud Rebelde,#,96100
BILDblog (Blog),#,107436
Stabroek News,#,98751
Ahram Online,#,1899521
Egypttoday,#,33796
#,Trouw,1412340
The Local Germany,#,96100
NU.nl,#,1665018
ANF News (Pressemitteilung),#,1412340
#,Soompi,476510
Korea JoongAng Daily,UPI.com,14322997
#,Bloomberg,171378
#,TASS,16960914
#,Yicai Global,16960914
#,UPI.com,514
\xe8\xa5\xbf\xe6\x97\xa5\xe6\x9c\xac\xe6\x96\xb0\xe8\x81\x9e,The Japan Times,1395814
#,ECNS,16960914
The Japan Times,The Japan Times,5080688
AEC News Today,China Internet Information Center,500000
#,ECNS,16960914
Outre-mer 1\xc3\xa8re,France 3 Régions,528605
#,News.com.au,9555027
#,ECNS,1122715
Lrytas.lt,101 Great Goals.com,653420
#,ERR News,68650
#,Isthmus,106371
#,Georgia,16960914
#,Middle East Monitor,873545
Delfi,ERR News,88264
#,The Baltic Course,15980
rus.err.ee,ERR News,15980
\xe6\x97\xa5\xe5\x88\x8a\xe5\xb7\xa5\xe6\xa5\xad\xe6\x96\xb0\xe8\x81\x9e,Photo Rumors,772140
Vijesti,B92,30321
#,CNBC,4158
#,Ciné Télé Revue,4158
#,Naharnet,179372
#,EconoTimes,100487
#,الشرق الأوسط,344946
#,Egypt Today,338343
boursenews.ma,leseco.ma,1084153
#,in.gr,60071
#,NOS,95467
#,TechNode,16960914
#,Parksville Qualicum Beach News,100487
#,Malaysia Today,617641
Hannoversche Allgemeine,Telecompaper,78784
NRC,De Telegraaf,1109582
#,onenewspage.com.au,2893146
#,Associated Press News,99726
S\xc3\xa4chsische Zeitung,Deutsche Welle,113658
#,The Times of Israel,227411
#,Birmingham Live,57764
#,KVOA 4,1203
Courrier International,Courrier international,96910
#,20 Minuten on MSN.com,238278
ladepeche.fr,Ladepeche.fr,4143
la Nouvelle R\xc3\xa9publique,la Nouvelle République,96910
#,Qatar Tribune,6927
Le Monde Diplomatique,Le Monde Diplomatique,35963
#,Express,887
#,The Toowoomba Chronicle,34056
#,Stock Journal,34056
#,Nine News Australia,34056
DunyaNews Pakistan,jobz.pk,1483423
#,The Free Press Journal,1483423
The News on Sunday,India.com on MSN.com,203013
Tasmania Examiner,asianews.it,16894
#,Mail Online,405978
#,Times News,94728
#,YAHOO!,180434
#,vovert.nl,355428
#,BloombergQuint,180269
#,KMA Land,536459
#,Business,31112
#,Toronto Star,30368
#,PBS,31112
#,jobz.pk,1483423
#,FOX5 Las Vegas,192686
#,Telecompaper,322280
Saudi Gazette,اخبار 24,1048437
#,RTBF,23158
#,GameFragger.com,264663
Sky Sports,Nigerian Bulletin,337654
#,ZiuaNews,39699
#,S A N A,903039
#,Hiru News,247476
Noticias de Navarra,YAHOO!,23082
#,YAHOO!,4290383
#,The National Blogs,798115
#,The National Blogs,643946
#,The New American,2389876
DAWN.com,Dawn,2859368
RNZ,Australian Broadcasting Corporation,27588
#,The Financial Gazette,48381
#,uawire.org,3089168
#,Zimbabwe Situation,7257155
#,The Thaiger,5896746
Corriere dello Sport.it,fr.sports.yahoo.com,77246
Antalya Ekspres (Bas\xc4\xb1n Bildirisi) (Blog),raillynews.com,2859368
#,jobz.pk,1330192
#,Bourse Direct,7167
#,Latin American Herald Tribune,680664
#,Planète Hockey,32885
#,The Hamilton Spectator,525004
#,RepublicWorld,525004
#,The New Zealand Herald,22743
New Zealand Herald,heraldsun.com.au,8149
#,Western People,6401
An Phoblacht,An Phoblacht,5263
#,Highland Radio,8504
#,Independent.ie,8504
#,Nature,8504
#,New York Times,8504
#,Nieuwsblad,209776
#,The Waterford News & Star,8504
#,Cleveland Browns,8504
#,Lincoln Journal Star,8504
#,Irish Examiner,8504
#,drumhellermail.com,121577
#,Tom Odell | Interview,8504
The Daily Courier,The Daily Courier,121577
Chatham This Week,Chatham This Week,12653
Midnorth Monitor,Mid-North Monitor,1565
#,Boursorama,15184
Peterborough Examiner,Trenton Trentonian,121577
#,Kingston This Week,31633
mykawartha.com,Peterborough Evening Telegraph,31307
#,Dawn,3261
#,Proactiveinvestors UK,121577
#,RepublicWorld,2608
#,sabrangindia.in,27273
#,India Times,1047644
#,acadienouvelle.com,152330
#,KLAS Press Release,130746
#,Dawn,19135
#,Assam Tribune,1047644
#,dailysikhupdates.com,1047644
#,Foodbeast,1047644
#,India Times,1047644
#,India TV,1047644
#,Central Chronicle,1047644
#,Press Gazette,180269
#,The Indian Express,1047644
#,Hold The Front Page,8530
#,Argus-Press,5384
Mirror.co.uk,Mirror,272190
Philadelphia Sunday Sun,The Philadelphia Sunday Sun,180269
#,Mail Online,180269
#,Hastings & St. Leonards Observer,180269
Daily Echo,Hold The Front Page,55363
Northampton Chronicle and Echo,Northampton Chronicle & Echo,9413
#,Hold The Front Page,180269
shropshirestar.com,Wicked Local,10230
#,MSN,180269
#,Express & Star,180269
#,The Scotsman,21134
#,Nouse,180269
#,The Baptist Times,180269
#,The Times,349991
#,Graphic,180269
#,sportwitness.co.uk,180269
#,Defimedia,107689
#,Wessex Scene,53844
RT,RealClearPolitics,2928928
#,The Star,263530
#,The Indian Express,2073215
ndtv.com,NDTV,5600000
#,Khyber News,716080
#,Press TV,627027
#,MSN,26748207
ptvnews.ph,Business Recorder,716080
RT,Express,1906323
CHANNELS TELEVISION,Channels TV,1234866
#,Daily Sun,2375841
#,Daily Sun,2375841
